id_cliente,ciudad,id_producto,categoria,nombre_producto,cantidad,precio_unitario,importe,medio_pago,mes
31,villa maria,66,alimentos,cerveza negra 1l,3,1533,4599,tarjeta_debito,8
52,rio cuarto,64,alimentos,avena instantánea 250g,3,3953,11859,tarjeta_credito,3
56,rio cuarto,59,alimentos,chicle menta,3,3612,10836,efectivo,12
68,villa maria,20,alimentos,pan lactal blanco,3,1571,4713,tarjeta_credito,9
12,alta gracia,2,alimentos,pepsi 1.5l,1,4973,4973,tarjeta_debito,4
92,alta gracia,44,alimentos,arroz largo fino 1kg,2,2979,5958,efectivo,2
53,mendiolaza,94,higiene personal,hilo dental,3,1418,4254,transferencia,2
79,carlos paz,92,higiene personal,crema dental 90g,2,2512,5024,efectivo,10
73,alta gracia,57,limpieza,servilletas x100,3,4520,13560,tarjeta_debito,5
48,cordoba,29,alimentos,papas fritas onduladas 100g,4,1868,7472,tarjeta_debito,6
79,carlos paz,25,alimentos,galletitas vainilla,3,4015,12045,transferencia,8
62,carlos paz,59,alimentos,chicle menta,4,3612,14448,transferencia,4
55,mendiolaza,23,alimentos,bizcochos salados,2,2380,4760,transferencia,9
5,cordoba,41,alimentos,aceite de girasol 1l,2,860,1720,tarjeta_debito,12
45,rio cuarto,7,alimentos,jugo de manzana 1l,5,3269,16345,transferencia,6
10,cordoba,46,alimentos,lentejas secas 500g,3,3036,9108,transferencia,9
51,rio cuarto,55,higiene personal,shampoo 400ml,2,1407,2814,transferencia,1
71,villa maria,31,alimentos,mix de frutos secos 200g,4,3409,13636,tarjeta_debito,11
80,mendiolaza,40,alimentos,helado chocolate 1l,4,1215,4860,tarjeta_credito,8
13,carlos paz,31,alimentos,mix de frutos secos 200g,1,3409,3409,transferencia,1
15,cordoba,55,higiene personal,shampoo 400ml,2,1407,2814,transferencia,9
88,villa maria,75,alimentos,licor de café 700ml,3,3204,9612,tarjeta_credito,2
20,rio cuarto,75,alimentos,licor de café 700ml,1,3204,3204,efectivo,10
46,alta gracia,33,alimentos,chocolate con leche 100g,3,1255,3765,efectivo,5
19,mendiolaza,42,alimentos,vinagre de alcohol 500ml,1,1195,1195,transferencia,6
22,alta gracia,44,alimentos,arroz largo fino 1kg,3,2979,8937,tarjeta_credito,7
47,alta gracia,66,alimentos,cerveza negra 1l,3,1533,4599,efectivo,7
68,villa maria,28,alimentos,papas fritas clásicas 100g,3,936,2808,tarjeta_debito,3
68,villa maria,69,alimentos,sidra 750ml,1,744,744,transferencia,11
24,villa maria,62,alimentos,stevia 100 sobres,5,3848,19240,transferencia,8
13,carlos paz,75,alimentos,licor de café 700ml,4,3204,12816,efectivo,11
53,mendiolaza,87,alimentos,sopa instantánea pollo,4,1679,6716,tarjeta_credito,4
34,villa maria,100,limpieza,trapo de piso,4,4854,19416,efectivo,3
83,rio cuarto,80,alimentos,helado de frutilla 1l,5,1981,9905,tarjeta_credito,3
77,villa maria,16,alimentos,yogur natural 200g,3,4613,13839,transferencia,6
87,alta gracia,34,alimentos,turrón 50g,1,503,503,efectivo,9
25,rio cuarto,15,alimentos,leche descremada 1l,5,2538,12690,tarjeta_debito,12
87,alta gracia,91,higiene personal,desodorante aerosol,4,4690,18760,tarjeta_credito,6
52,rio cuarto,6,alimentos,jugo de naranja 1l,1,4170,4170,transferencia,6
49,rio cuarto,78,alimentos,verduras congeladas mix,4,4289,17156,transferencia,5
60,alta gracia,14,alimentos,leche entera 1l,4,1723,6892,tarjeta_debito,7
62,carlos paz,87,alimentos,sopa instantánea pollo,4,1679,6716,transferencia,11
3,rio cuarto,89,alimentos,caldo concentrado verdura,3,1003,3009,efectivo,11
16,rio cuarto,69,alimentos,sidra 750ml,5,744,3720,tarjeta_credito,2
49,rio cuarto,73,alimentos,gin 700ml,1,1561,1561,tarjeta_debito,5
53,mendiolaza,44,alimentos,arroz largo fino 1kg,5,2979,14895,efectivo,6
65,alta gracia,4,alimentos,fanta naranja 1.5l,1,2033,2033,tarjeta_debito,2
93,alta gracia,33,alimentos,chocolate con leche 100g,3,1255,3765,tarjeta_debito,8
77,villa maria,2,alimentos,pepsi 1.5l,2,4973,9946,efectivo,9
77,villa maria,81,alimentos,aceitunas verdes 200g,2,2520,5040,transferencia,6
34,villa maria,86,alimentos,jugo en polvo limón,1,4090,4090,tarjeta_credito,3
16,rio cuarto,91,higiene personal,desodorante aerosol,5,4690,23450,efectivo,3
95,rio cuarto,76,alimentos,pizza congelada muzzarella,3,4286,12858,transferencia,8
13,carlos paz,81,alimentos,aceitunas verdes 200g,4,2520,10080,tarjeta_credito,10
74,carlos paz,40,alimentos,helado chocolate 1l,2,1215,2430,tarjeta_debito,11
16,rio cuarto,33,alimentos,chocolate con leche 100g,4,1255,5020,transferencia,2
37,mendiolaza,22,alimentos,medialunas de manteca,3,2069,6207,tarjeta_debito,9
13,carlos paz,32,alimentos,chocolate amargo 100g,4,2234,8936,tarjeta_debito,12
88,villa maria,13,alimentos,té verde 20 saquitos,5,2383,11915,transferencia,2
83,rio cuarto,95,higiene personal,mascarilla capilar,1,1581,1581,tarjeta_credito,5
88,villa maria,21,alimentos,pan lactal integral,1,272,272,tarjeta_credito,9
92,alta gracia,93,higiene personal,cepillo de dientes,2,2142,4284,transferencia,10
12,alta gracia,27,alimentos,alfajor simple,3,2502,7506,tarjeta_credito,5
95,rio cuarto,87,alimentos,sopa instantánea pollo,1,1679,1679,tarjeta_credito,8
1,carlos paz,33,alimentos,chocolate con leche 100g,5,1255,6275,transferencia,1
70,carlos paz,30,alimentos,maní salado 200g,2,4875,9750,transferencia,1
6,villa maria,12,alimentos,té negro 20 saquitos,2,570,1140,efectivo,7
63,cordoba,50,alimentos,azúcar 1kg,2,727,1454,efectivo,3
38,alta gracia,55,higiene personal,shampoo 400ml,1,1407,1407,tarjeta_debito,3
70,carlos paz,25,alimentos,galletitas vainilla,2,4015,8030,efectivo,7
40,rio cuarto,42,alimentos,vinagre de alcohol 500ml,3,1195,3585,tarjeta_credito,10
10,cordoba,15,alimentos,leche descremada 1l,2,2538,5076,transferencia,6
82,alta gracia,42,alimentos,vinagre de alcohol 500ml,1,1195,1195,efectivo,1
35,mendiolaza,99,limpieza,esponjas x3,3,2430,7290,tarjeta_debito,1
14,carlos paz,85,alimentos,jugo en polvo naranja,2,1856,3712,tarjeta_credito,3
19,mendiolaza,54,higiene personal,jabón de tocador,2,1592,3184,tarjeta_debito,6
68,villa maria,33,alimentos,chocolate con leche 100g,3,1255,3765,transferencia,7
56,rio cuarto,26,alimentos,alfajor triple,5,1001,5005,transferencia,11
51,rio cuarto,4,alimentos,fanta naranja 1.5l,2,2033,4066,transferencia,12
37,mendiolaza,29,alimentos,papas fritas onduladas 100g,1,1868,1868,efectivo,5
97,cordoba,38,alimentos,mermelada de frutilla 400g,2,1584,3168,tarjeta_debito,11
41,alta gracia,78,alimentos,verduras congeladas mix,1,4289,4289,transferencia,3
54,alta gracia,78,alimentos,verduras congeladas mix,2,4289,8578,efectivo,9
47,alta gracia,84,alimentos,queso azul 150g,1,1645,1645,efectivo,3
88,villa maria,96,limpieza,suavizante 1l,3,4920,14760,tarjeta_debito,1
83,rio cuarto,31,alimentos,mix de frutos secos 200g,5,3409,17045,tarjeta_credito,1
5,cordoba,15,alimentos,leche descremada 1l,3,2538,7614,efectivo,8
51,rio cuarto,95,higiene personal,mascarilla capilar,5,1581,7905,efectivo,10
38,alta gracia,48,alimentos,porotos negros 500g,5,4462,22310,efectivo,9
47,alta gracia,15,alimentos,leche descremada 1l,4,2538,10152,tarjeta_credito,10
54,alta gracia,46,alimentos,lentejas secas 500g,1,3036,3036,transferencia,4
89,rio cuarto,26,alimentos,alfajor triple,5,1001,5005,transferencia,10
73,alta gracia,90,higiene personal,toallas húmedas x50,5,2902,14510,tarjeta_debito,11
63,cordoba,35,alimentos,barrita de cereal 30g,5,4430,22150,tarjeta_credito,7
52,rio cuarto,36,alimentos,dulce de leche 400g,5,2559,12795,efectivo,4
90,rio cuarto,34,alimentos,turrón 50g,2,503,1006,tarjeta_debito,6
98,cordoba,63,alimentos,granola 250g,3,4337,13011,efectivo,3
54,alta gracia,88,alimentos,caldo concentrado carne,1,2570,2570,efectivo,12
68,villa maria,88,alimentos,caldo concentrado carne,4,2570,10280,tarjeta_credito,7
41,alta gracia,44,alimentos,arroz largo fino 1kg,2,2979,5958,efectivo,10
26,alta gracia,59,alimentos,chicle menta,5,3612,18060,tarjeta_credito,10
89,rio cuarto,34,alimentos,turrón 50g,2,503,1006,transferencia,1
60,alta gracia,95,higiene personal,mascarilla capilar,1,1581,1581,efectivo,1
9,carlos paz,98,limpieza,desengrasante 500ml,3,2843,8529,efectivo,1
59,villa maria,48,alimentos,porotos negros 500g,5,4462,22310,tarjeta_credito,10
48,cordoba,16,alimentos,yogur natural 200g,4,4613,18452,tarjeta_debito,9
49,rio cuarto,45,alimentos,fideos spaghetti 500g,1,745,745,tarjeta_debito,7
20,rio cuarto,29,alimentos,papas fritas onduladas 100g,2,1868,3736,tarjeta_credito,9
68,villa maria,28,alimentos,papas fritas clásicas 100g,3,936,2808,tarjeta_credito,9
95,rio cuarto,10,alimentos,yerba mate intensa 1kg,1,4883,4883,tarjeta_debito,4
86,cordoba,80,alimentos,helado de frutilla 1l,5,1981,9905,transferencia,7
99,villa maria,27,alimentos,alfajor simple,2,2502,5004,tarjeta_credito,10
47,alta gracia,61,alimentos,miel pura 250g,2,4982,9964,tarjeta_credito,1
96,cordoba,76,alimentos,pizza congelada muzzarella,3,4286,12858,tarjeta_debito,12
5,cordoba,45,alimentos,fideos spaghetti 500g,5,745,3725,transferencia,10
2,carlos paz,77,alimentos,empanadas congeladas,4,4778,19112,tarjeta_credito,10
41,alta gracia,46,alimentos,lentejas secas 500g,5,3036,15180,tarjeta_credito,6
82,alta gracia,16,alimentos,yogur natural 200g,5,4613,23065,tarjeta_credito,10
47,alta gracia,57,limpieza,servilletas x100,5,4520,22600,tarjeta_credito,10
41,alta gracia,85,alimentos,jugo en polvo naranja,2,1856,3712,tarjeta_debito,12
12,alta gracia,75,alimentos,licor de café 700ml,1,3204,3204,tarjeta_credito,9
22,alta gracia,68,alimentos,vino blanco 750ml,3,2684,8052,tarjeta_credito,4
81,carlos paz,26,alimentos,alfajor triple,4,1001,4004,tarjeta_debito,8
39,alta gracia,86,alimentos,jugo en polvo limón,4,4090,16360,tarjeta_debito,1
20,rio cuarto,8,alimentos,energética nitro 500ml,1,4218,4218,tarjeta_debito,10
51,rio cuarto,89,alimentos,caldo concentrado verdura,3,1003,3009,tarjeta_credito,5
83,rio cuarto,30,alimentos,maní salado 200g,5,4875,24375,efectivo,3
75,rio cuarto,41,alimentos,aceite de girasol 1l,3,860,2580,efectivo,9
85,mendiolaza,86,alimentos,jugo en polvo limón,2,4090,8180,transferencia,7
62,carlos paz,26,alimentos,alfajor triple,3,1001,3003,transferencia,7
72,cordoba,17,alimentos,queso cremoso 500g,4,4834,19336,tarjeta_debito,8
64,villa maria,83,alimentos,queso untable 190g,1,1830,1830,tarjeta_credito,3
29,alta gracia,57,limpieza,servilletas x100,5,4520,22600,tarjeta_debito,1
8,carlos paz,6,alimentos,jugo de naranja 1l,5,4170,20850,tarjeta_debito,2
46,alta gracia,76,alimentos,pizza congelada muzzarella,3,4286,12858,transferencia,7
29,alta gracia,87,alimentos,sopa instantánea pollo,2,1679,3358,tarjeta_credito,3
10,cordoba,55,higiene personal,shampoo 400ml,2,1407,2814,transferencia,4
29,alta gracia,66,alimentos,cerveza negra 1l,4,1533,6132,tarjeta_debito,11
73,alta gracia,47,alimentos,garbanzos 500g,1,2939,2939,tarjeta_credito,11
6,villa maria,54,higiene personal,jabón de tocador,2,1592,3184,transferencia,8
79,carlos paz,80,alimentos,helado de frutilla 1l,3,1981,5943,transferencia,1
16,rio cuarto,24,alimentos,galletitas chocolate,1,1305,1305,efectivo,7
50,carlos paz,81,alimentos,aceitunas verdes 200g,5,2520,12600,tarjeta_credito,12
41,alta gracia,74,alimentos,whisky 750ml,3,2953,8859,transferencia,9
67,alta gracia,7,alimentos,jugo de manzana 1l,3,3269,9807,transferencia,4
88,villa maria,48,alimentos,porotos negros 500g,4,4462,17848,tarjeta_credito,10
84,cordoba,98,limpieza,desengrasante 500ml,1,2843,2843,transferencia,6
75,rio cuarto,53,limpieza,lavandina 1l,4,1664,6656,tarjeta_debito,6
42,alta gracia,98,limpieza,desengrasante 500ml,5,2843,14215,tarjeta_debito,4
30,alta gracia,2,alimentos,pepsi 1.5l,2,4973,9946,tarjeta_credito,11
42,alta gracia,72,alimentos,ron 700ml,4,3876,15504,transferencia,12
49,rio cuarto,21,alimentos,pan lactal integral,1,272,272,tarjeta_credito,9
50,carlos paz,48,alimentos,porotos negros 500g,5,4462,22310,tarjeta_debito,4
45,rio cuarto,70,alimentos,fernet 750ml,5,4061,20305,efectivo,6
65,alta gracia,25,alimentos,galletitas vainilla,2,4015,8030,tarjeta_debito,12
25,rio cuarto,54,higiene personal,jabón de tocador,5,1592,7960,tarjeta_credito,12
78,villa maria,4,alimentos,fanta naranja 1.5l,1,2033,2033,tarjeta_credito,6
94,mendiolaza,21,alimentos,pan lactal integral,4,272,1088,tarjeta_credito,4
94,mendiolaza,56,limpieza,papel higiénico x4,3,2532,7596,tarjeta_debito,5
36,mendiolaza,10,alimentos,yerba mate intensa 1kg,2,4883,9766,tarjeta_debito,3
83,rio cuarto,64,alimentos,avena instantánea 250g,2,3953,7906,transferencia,4
15,cordoba,2,alimentos,pepsi 1.5l,1,4973,4973,tarjeta_credito,2
85,mendiolaza,79,alimentos,hamburguesas congeladas x4,4,2420,9680,transferencia,9
40,rio cuarto,82,alimentos,aceitunas negras 200g,2,2394,4788,efectivo,9
2,carlos paz,73,alimentos,gin 700ml,2,1561,3122,tarjeta_debito,8
7,rio cuarto,71,alimentos,vodka 700ml,1,508,508,tarjeta_debito,9
40,rio cuarto,46,alimentos,lentejas secas 500g,2,3036,6072,tarjeta_credito,12
39,alta gracia,39,alimentos,helado vainilla 1l,2,469,938,efectivo,3
54,alta gracia,81,alimentos,aceitunas verdes 200g,2,2520,5040,tarjeta_credito,7
39,alta gracia,66,alimentos,cerveza negra 1l,2,1533,3066,tarjeta_debito,4
89,rio cuarto,92,higiene personal,crema dental 90g,1,2512,2512,tarjeta_debito,10
6,villa maria,2,alimentos,pepsi 1.5l,4,4973,19892,tarjeta_credito,1
84,cordoba,87,alimentos,sopa instantánea pollo,3,1679,5037,tarjeta_credito,2
26,alta gracia,25,alimentos,galletitas vainilla,1,4015,4015,tarjeta_credito,8
40,rio cuarto,87,alimentos,sopa instantánea pollo,2,1679,3358,efectivo,10
9,carlos paz,63,alimentos,granola 250g,1,4337,4337,tarjeta_debito,4
63,cordoba,31,alimentos,mix de frutos secos 200g,3,3409,10227,tarjeta_credito,5
98,cordoba,46,alimentos,lentejas secas 500g,4,3036,12144,tarjeta_debito,3
29,alta gracia,74,alimentos,whisky 750ml,2,2953,5906,efectivo,12
69,rio cuarto,44,alimentos,arroz largo fino 1kg,3,2979,8937,tarjeta_credito,4
31,villa maria,13,alimentos,té verde 20 saquitos,1,2383,2383,tarjeta_credito,11
97,cordoba,81,alimentos,aceitunas verdes 200g,2,2520,5040,transferencia,11
57,rio cuarto,100,limpieza,trapo de piso,1,4854,4854,transferencia,5
52,rio cuarto,72,alimentos,ron 700ml,4,3876,15504,tarjeta_debito,2
42,alta gracia,99,limpieza,esponjas x3,2,2430,4860,efectivo,4
48,cordoba,77,alimentos,empanadas congeladas,5,4778,23890,efectivo,7
33,rio cuarto,69,alimentos,sidra 750ml,3,744,2232,tarjeta_debito,4
1,carlos paz,100,limpieza,trapo de piso,3,4854,14562,tarjeta_credito,4
47,alta gracia,67,alimentos,vino tinto malbec 750ml,1,4719,4719,tarjeta_debito,8
16,rio cuarto,75,alimentos,licor de café 700ml,5,3204,16020,tarjeta_debito,4
52,rio cuarto,68,alimentos,vino blanco 750ml,4,2684,10736,efectivo,3
78,villa maria,22,alimentos,medialunas de manteca,1,2069,2069,tarjeta_credito,3
20,rio cuarto,80,alimentos,helado de frutilla 1l,4,1981,7924,efectivo,6
18,carlos paz,50,alimentos,azúcar 1kg,5,727,3635,efectivo,12
73,alta gracia,60,alimentos,chupetín,2,4647,9294,transferencia,3
37,mendiolaza,92,higiene personal,crema dental 90g,3,2512,7536,tarjeta_credito,9
44,carlos paz,25,alimentos,galletitas vainilla,3,4015,12045,efectivo,4
72,cordoba,6,alimentos,jugo de naranja 1l,4,4170,16680,efectivo,4
73,alta gracia,60,alimentos,chupetín,4,4647,18588,transferencia,11
95,rio cuarto,91,higiene personal,desodorante aerosol,5,4690,23450,tarjeta_debito,11
8,carlos paz,6,alimentos,jugo de naranja 1l,5,4170,20850,transferencia,11
17,villa maria,63,alimentos,granola 250g,3,4337,13011,tarjeta_credito,1
93,alta gracia,64,alimentos,avena instantánea 250g,1,3953,3953,tarjeta_debito,3
75,rio cuarto,86,alimentos,jugo en polvo limón,3,4090,12270,efectivo,3
76,mendiolaza,35,alimentos,barrita de cereal 30g,1,4430,4430,tarjeta_debito,8
93,alta gracia,3,alimentos,sprite 1.5l,4,4964,19856,tarjeta_credito,3
42,alta gracia,8,alimentos,energética nitro 500ml,1,4218,4218,tarjeta_debito,12
97,cordoba,84,alimentos,queso azul 150g,4,1645,6580,efectivo,2
86,cordoba,28,alimentos,papas fritas clásicas 100g,5,936,4680,tarjeta_credito,2
97,cordoba,51,alimentos,sal fina 500g,5,1745,8725,tarjeta_debito,8
17,villa maria,46,alimentos,lentejas secas 500g,4,3036,12144,transferencia,9
18,carlos paz,77,alimentos,empanadas congeladas,5,4778,23890,efectivo,12
60,alta gracia,71,alimentos,vodka 700ml,5,508,2540,tarjeta_debito,7
48,cordoba,16,alimentos,yogur natural 200g,2,4613,9226,efectivo,10
81,carlos paz,20,alimentos,pan lactal blanco,1,1571,1571,efectivo,12
100,cordoba,50,alimentos,azúcar 1kg,4,727,2908,transferencia,12
27,rio cuarto,28,alimentos,papas fritas clásicas 100g,2,936,1872,tarjeta_credito,12
91,mendiolaza,49,alimentos,harina de trigo 1kg,5,2512,12560,tarjeta_debito,9
52,rio cuarto,43,alimentos,salsa de tomate 500g,4,887,3548,tarjeta_debito,10
96,cordoba,49,alimentos,harina de trigo 1kg,4,2512,10048,tarjeta_credito,10
63,cordoba,90,higiene personal,toallas húmedas x50,5,2902,14510,tarjeta_credito,1
26,alta gracia,96,limpieza,suavizante 1l,1,4920,4920,tarjeta_debito,1
61,rio cuarto,35,alimentos,barrita de cereal 30g,4,4430,17720,tarjeta_credito,3
31,villa maria,21,alimentos,pan lactal integral,4,272,1088,transferencia,3
89,rio cuarto,13,alimentos,té verde 20 saquitos,4,2383,9532,tarjeta_credito,8
4,carlos paz,4,alimentos,fanta naranja 1.5l,1,2033,2033,efectivo,8
60,alta gracia,67,alimentos,vino tinto malbec 750ml,3,4719,14157,transferencia,1
52,rio cuarto,26,alimentos,alfajor triple,5,1001,5005,efectivo,8
85,mendiolaza,14,alimentos,leche entera 1l,1,1723,1723,efectivo,9
13,carlos paz,33,alimentos,chocolate con leche 100g,2,1255,2510,efectivo,6
33,rio cuarto,46,alimentos,lentejas secas 500g,3,3036,9108,efectivo,1
77,villa maria,68,alimentos,vino blanco 750ml,1,2684,2684,efectivo,7
53,mendiolaza,88,alimentos,caldo concentrado carne,2,2570,5140,transferencia,6
60,alta gracia,18,alimentos,queso rallado 150g,2,3444,6888,tarjeta_debito,2
54,alta gracia,72,alimentos,ron 700ml,3,3876,11628,efectivo,12
80,mendiolaza,40,alimentos,helado chocolate 1l,5,1215,6075,tarjeta_credito,11
14,carlos paz,12,alimentos,té negro 20 saquitos,1,570,570,efectivo,8
35,mendiolaza,46,alimentos,lentejas secas 500g,5,3036,15180,tarjeta_debito,9
81,carlos paz,66,alimentos,cerveza negra 1l,1,1533,1533,tarjeta_credito,4
95,rio cuarto,2,alimentos,pepsi 1.5l,2,4973,9946,tarjeta_debito,5
99,villa maria,48,alimentos,porotos negros 500g,1,4462,4462,tarjeta_credito,5
6,villa maria,60,alimentos,chupetín,3,4647,13941,tarjeta_credito,11
82,alta gracia,17,alimentos,queso cremoso 500g,4,4834,19336,transferencia,2
43,mendiolaza,7,alimentos,jugo de manzana 1l,5,3269,16345,tarjeta_credito,1
21,alta gracia,32,alimentos,chocolate amargo 100g,3,2234,6702,tarjeta_credito,7
17,villa maria,100,limpieza,trapo de piso,2,4854,9708,transferencia,7
2,carlos paz,7,alimentos,jugo de manzana 1l,2,3269,6538,efectivo,8
33,rio cuarto,88,alimentos,caldo concentrado carne,1,2570,2570,transferencia,3
92,alta gracia,62,alimentos,stevia 100 sobres,4,3848,15392,tarjeta_credito,12
21,alta gracia,91,higiene personal,desodorante aerosol,4,4690,18760,efectivo,12
14,carlos paz,37,alimentos,mermelada de durazno 400g,1,3196,3196,tarjeta_debito,8
58,rio cuarto,22,alimentos,medialunas de manteca,2,2069,4138,tarjeta_debito,6
52,rio cuarto,16,alimentos,yogur natural 200g,1,4613,4613,efectivo,4
78,villa maria,100,limpieza,trapo de piso,2,4854,9708,efectivo,7
20,rio cuarto,27,alimentos,alfajor simple,1,2502,2502,tarjeta_credito,12
79,carlos paz,84,alimentos,queso azul 150g,2,1645,3290,tarjeta_debito,5
44,carlos paz,87,alimentos,sopa instantánea pollo,2,1679,3358,efectivo,6
98,cordoba,74,alimentos,whisky 750ml,4,2953,11812,transferencia,11
90,rio cuarto,44,alimentos,arroz largo fino 1kg,4,2979,11916,tarjeta_credito,3
10,cordoba,84,alimentos,queso azul 150g,5,1645,8225,transferencia,9
17,villa maria,19,alimentos,manteca 200g,4,3251,13004,tarjeta_debito,10
65,alta gracia,74,alimentos,whisky 750ml,1,2953,2953,tarjeta_credito,2
88,villa maria,100,limpieza,trapo de piso,2,4854,9708,efectivo,3
97,cordoba,98,limpieza,desengrasante 500ml,5,2843,14215,tarjeta_debito,1
60,alta gracia,39,alimentos,helado vainilla 1l,2,469,938,tarjeta_credito,3
92,alta gracia,16,alimentos,yogur natural 200g,2,4613,9226,tarjeta_debito,1
29,alta gracia,30,alimentos,maní salado 200g,3,4875,14625,tarjeta_credito,3
8,carlos paz,33,alimentos,chocolate con leche 100g,2,1255,2510,tarjeta_credito,2
25,rio cuarto,95,higiene personal,mascarilla capilar,3,1581,4743,efectivo,3
55,mendiolaza,13,alimentos,té verde 20 saquitos,2,2383,4766,tarjeta_credito,9
77,villa maria,36,alimentos,dulce de leche 400g,1,2559,2559,tarjeta_debito,10
77,villa maria,32,alimentos,chocolate amargo 100g,1,2234,2234,transferencia,12
46,alta gracia,92,higiene personal,crema dental 90g,3,2512,7536,tarjeta_debito,6
7,rio cuarto,43,alimentos,salsa de tomate 500g,5,887,4435,tarjeta_debito,4
89,rio cuarto,40,alimentos,helado chocolate 1l,2,1215,2430,efectivo,7
35,mendiolaza,50,alimentos,azúcar 1kg,2,727,1454,tarjeta_debito,5
9,carlos paz,78,alimentos,verduras congeladas mix,3,4289,12867,tarjeta_debito,2
27,rio cuarto,17,alimentos,queso cremoso 500g,2,4834,9668,transferencia,5
67,alta gracia,95,higiene personal,mascarilla capilar,2,1581,3162,tarjeta_credito,9
60,alta gracia,39,alimentos,helado vainilla 1l,4,469,1876,efectivo,12
73,alta gracia,15,alimentos,leche descremada 1l,3,2538,7614,efectivo,3
77,villa maria,24,alimentos,galletitas chocolate,4,1305,5220,transferencia,10
86,cordoba,54,higiene personal,jabón de tocador,4,1592,6368,efectivo,4
16,rio cuarto,74,alimentos,whisky 750ml,4,2953,11812,transferencia,11
91,mendiolaza,73,alimentos,gin 700ml,1,1561,1561,tarjeta_debito,5
25,rio cuarto,42,alimentos,vinagre de alcohol 500ml,4,1195,4780,transferencia,11
40,rio cuarto,83,alimentos,queso untable 190g,3,1830,5490,tarjeta_debito,6
87,alta gracia,36,alimentos,dulce de leche 400g,4,2559,10236,transferencia,6
20,rio cuarto,29,alimentos,papas fritas onduladas 100g,3,1868,5604,tarjeta_debito,3
66,villa maria,33,alimentos,chocolate con leche 100g,1,1255,1255,tarjeta_credito,7
29,alta gracia,32,alimentos,chocolate amargo 100g,3,2234,6702,tarjeta_debito,9
72,cordoba,95,higiene personal,mascarilla capilar,2,1581,3162,tarjeta_credito,11
100,cordoba,38,alimentos,mermelada de frutilla 400g,2,1584,3168,efectivo,7
13,carlos paz,41,alimentos,aceite de girasol 1l,5,860,4300,tarjeta_credito,4
5,cordoba,49,alimentos,harina de trigo 1kg,3,2512,7536,tarjeta_debito,7
77,villa maria,70,alimentos,fernet 750ml,1,4061,4061,transferencia,12
55,mendiolaza,81,alimentos,aceitunas verdes 200g,5,2520,12600,transferencia,11
64,villa maria,9,alimentos,yerba mate suave 1kg,2,3878,7756,efectivo,11
51,rio cuarto,73,alimentos,gin 700ml,4,1561,6244,tarjeta_credito,1
60,alta gracia,36,alimentos,dulce de leche 400g,3,2559,7677,transferencia,7
66,villa maria,41,alimentos,aceite de girasol 1l,5,860,4300,tarjeta_credito,4
16,rio cuarto,86,alimentos,jugo en polvo limón,4,4090,16360,tarjeta_credito,7
15,cordoba,42,alimentos,vinagre de alcohol 500ml,1,1195,1195,tarjeta_debito,11
3,rio cuarto,46,alimentos,lentejas secas 500g,4,3036,12144,tarjeta_debito,10
33,rio cuarto,17,alimentos,queso cremoso 500g,4,4834,19336,efectivo,9
10,cordoba,43,alimentos,salsa de tomate 500g,1,887,887,efectivo,5
94,mendiolaza,50,alimentos,azúcar 1kg,5,727,3635,tarjeta_credito,7
11,villa maria,96,limpieza,suavizante 1l,5,4920,24600,tarjeta_credito,9
27,rio cuarto,6,alimentos,jugo de naranja 1l,3,4170,12510,tarjeta_debito,7
89,rio cuarto,92,higiene personal,crema dental 90g,2,2512,5024,efectivo,6
87,alta gracia,81,alimentos,aceitunas verdes 200g,3,2520,7560,tarjeta_debito,3
13,carlos paz,60,alimentos,chupetín,1,4647,4647,tarjeta_credito,1
8,carlos paz,74,alimentos,whisky 750ml,3,2953,8859,transferencia,10
39,alta gracia,73,alimentos,gin 700ml,5,1561,7805,efectivo,8
79,carlos paz,42,alimentos,vinagre de alcohol 500ml,2,1195,2390,tarjeta_debito,3
82,alta gracia,91,higiene personal,desodorante aerosol,4,4690,18760,efectivo,6
7,rio cuarto,1,alimentos,coca cola 1.5l,2,2347,4694,tarjeta_debito,10
88,villa maria,8,alimentos,energética nitro 500ml,1,4218,4218,efectivo,3
36,mendiolaza,44,alimentos,arroz largo fino 1kg,5,2979,14895,tarjeta_debito,9
6,villa maria,31,alimentos,mix de frutos secos 200g,3,3409,10227,efectivo,9
93,alta gracia,63,alimentos,granola 250g,3,4337,13011,tarjeta_credito,1
4,carlos paz,67,alimentos,vino tinto malbec 750ml,5,4719,23595,transferencia,10
48,cordoba,39,alimentos,helado vainilla 1l,4,469,1876,efectivo,1
63,cordoba,8,alimentos,energética nitro 500ml,2,4218,8436,transferencia,10
59,villa maria,46,alimentos,lentejas secas 500g,2,3036,6072,tarjeta_debito,3
89,rio cuarto,15,alimentos,leche descremada 1l,1,2538,2538,tarjeta_debito,1
95,rio cuarto,81,alimentos,aceitunas verdes 200g,5,2520,12600,tarjeta_credito,7
21,alta gracia,58,alimentos,caramelos masticables,3,4752,14256,efectivo,1
3,rio cuarto,83,alimentos,queso untable 190g,4,1830,7320,efectivo,4
52,rio cuarto,41,alimentos,aceite de girasol 1l,2,860,1720,tarjeta_debito,3
96,cordoba,73,alimentos,gin 700ml,4,1561,6244,tarjeta_credito,12
89,rio cuarto,90,higiene personal,toallas húmedas x50,4,2902,11608,tarjeta_debito,8
41,alta gracia,86,alimentos,jugo en polvo limón,5,4090,20450,efectivo,4
