id_venta,id_cliente,fecha,medio_pago,monto_total,mes,trimestre
532,142,2024-09-22,Billetera Virtual,13776,9,3
533,1,2024-06-04,Transferencia,1581,6,2
534,26,2024-06-05,Tarjeta Debito,3953,6,2
535,87,2024-06-04,Transferencia,6392,6,2
536,131,2024-08-06,Transferencia,4713,8,3
537,9,2024-05-31,Transferencia,3200,5,2
538,21,2024-06-08,Tarjeta Credito,5628,6,2
539,40,2024-09-30,Tarjeta Credito,7140,9,3
540,47,2024-01-16,Transferencia,2400,1,1
541,184,2024-07-06,Billetera Virtual,1744,7,3
542,169,2024-10-08,Billetera Virtual,3358,10,4
543,222,2024-06-26,Tarjeta Credito,3444,6,2
544,197,2024-09-18,Transferencia,9588,9,3
545,20,2024-04-16,Tarjeta Credito,2390,4,2
546,121,2024-04-19,Transferencia,1195,4,2
547,145,2024-09-24,Tarjeta Credito,8860,9,3
548,147,2024-11-16,Transferencia,4200,11,4
549,153,2024-09-02,Transferencia,2570,9,3
550,126,2024-03-03,Billetera Virtual,12183,3,1
551,197,2024-04-20,Efectivo,6300,4,2
552,107,2024-03-22,Transferencia,2235,3,1
553,70,2024-01-18,Transferencia,5568,1,1
554,139,2024-08-27,Efectivo,4337,8,3
555,144,2024-10-06,Tarjeta Credito,2033,10,4
556,241,2024-06-03,Efectivo,7906,6,2
557,40,2024-04-11,Efectivo,9680,4,2
558,141,2024-06-08,Transferencia,4875,6,2
559,210,2024-12-20,Efectivo,3003,12,4
560,28,2024-07-26,Billetera Virtual,4860,7,3
561,170,2024-07-11,Efectivo,2953,7,3
562,154,2024-07-31,Tarjeta Credito,17348,7,3
563,98,2024-07-08,Tarjeta Debito,6072,7,3
564,39,2024-09-29,Billetera Virtual,6159,9,3
565,79,2024-01-17,Tarjeta Debito,1300,1,1
566,140,2024-01-25,Tarjeta Credito,7800,1,1
567,190,2024-09-23,Tarjeta Credito,2512,9,3
568,113,2024-08-27,Tarjeta Debito,2142,8,3
569,165,2024-08-17,Efectivo,8859,8,3
570,12,2024-11-29,Billetera Virtual,2808,11,4
571,54,2024-03-23,Billetera Virtual,3736,3,1
572,37,2024-02-17,Billetera Virtual,2580,2,1
573,17,2024-03-27,Transferencia,5490,3,1
574,126,2024-02-09,Tarjeta Credito,6368,2,1
575,14,2024-04-08,Billetera Virtual,3600,4,2
576,17,2024-01-12,Transferencia,6392,1,1
577,250,2024-10-28,Tarjeta Credito,2234,10,4
578,39,2024-05-13,Billetera Virtual,9766,5,2
579,148,2024-04-08,Tarjeta Debito,8529,4,2
580,164,2024-03-20,Billetera Virtual,1876,3,1
581,151,2024-05-23,Billetera Virtual,1200,5,2
582,244,2024-01-16,Tarjeta Credito,3290,1,1
583,223,2024-01-22,Tarjeta Credito,4430,1,1
584,200,2024-07-15,Billetera Virtual,6702,7,3
585,62,2024-03-24,Tarjeta Credito,19532,3,1
586,127,2024-08-13,Billetera Virtual,9600,8,3
587,34,2024-03-12,Tarjeta Debito,6818,3,1
588,95,2024-08-15,Tarjeta Debito,1645,8,3
589,81,2024-04-16,Efectivo,2002,4,2
590,226,2024-10-07,Tarjeta Credito,6099,10,4
591,89,2024-04-09,Tarjeta Credito,3444,4,2
592,84,2024-04-11,Tarjeta Credito,6099,4,2
593,136,2024-07-08,Efectivo,3660,7,3
594,78,2024-02-25,Transferencia,10080,2,1
595,113,2024-05-05,Billetera Virtual,7800,5,2
596,93,2024-05-19,Tarjeta Debito,14946,5,2
597,33,2024-05-06,Billetera Virtual,8180,5,2
598,3,2024-05-16,Tarjeta Credito,6500,5,2
599,113,2024-05-07,Tarjeta Debito,14000,5,2
600,112,2024-03-16,Transferencia,6892,3,1
601,142,2024-10-01,Tarjeta Debito,3915,10,4
602,91,2024-09-04,Efectivo,4875,9,3
603,81,2024-02-25,Transferencia,4760,2,1
604,10,2024-11-23,Tarjeta Credito,4713,11,4
605,168,2024-08-05,Transferencia,4766,8,3
606,236,2024-10-02,Transferencia,5064,10,4
607,147,2024-10-22,Transferencia,8706,10,4
608,120,2024-07-30,Tarjeta Debito,4015,7,3
609,82,2024-06-15,Transferencia,14331,6,2
610,21,2024-09-11,Transferencia,2538,9,3
611,137,2024-05-09,Billetera Virtual,900,5,2
612,1,2024-03-19,Efectivo,6408,3,1
613,30,2024-09-30,Tarjeta Debito,13000,9,3
614,204,2024-08-01,Efectivo,10227,8,3
615,26,2024-07-05,Billetera Virtual,1100,7,3
616,225,2024-10-08,Tarjeta Debito,2394,10,4
617,222,2024-09-18,Efectivo,15392,9,3
618,187,2024-01-29,Tarjeta Credito,4800,1,1
619,187,2024-05-08,Tarjeta Credito,4286,5,2
620,61,2024-07-19,Efectivo,4760,7,3
621,156,2024-02-27,Tarjeta Debito,2800,2,1
622,217,2024-06-16,Billetera Virtual,3744,6,2
623,248,2024-05-13,Transferencia,3142,5,2
624,235,2024-11-29,Transferencia,570,11,4
625,122,2024-12-19,Billetera Virtual,5500,12,4
626,117,2024-12-17,Efectivo,4289,12,4
627,3,2024-02-01,Transferencia,12183,2,1
628,230,2024-07-20,Efectivo,10836,7,3
629,197,2024-08-09,Tarjeta Credito,4713,8,3
630,242,2024-02-04,Tarjeta Credito,8122,2,1
631,146,2024-02-20,Tarjeta Debito,4760,2,1
632,118,2024-01-04,Efectivo,1720,1,1
633,227,2024-10-26,Tarjeta Credito,9438,10,4
634,153,2024-11-04,Billetera Virtual,2512,11,4
635,201,2024-11-11,Efectivo,2200,11,4
636,152,2024-11-23,Billetera Virtual,23400,11,4
637,137,2024-07-26,Efectivo,7596,7,3
638,47,2024-07-16,Billetera Virtual,18876,7,3
639,63,2024-03-24,Tarjeta Credito,12270,3,1
640,94,2024-01-12,Tarjeta Credito,10332,1,1
641,21,2024-08-03,Transferencia,4400,8,3
642,196,2024-08-27,Tarjeta Debito,3878,8,3
643,202,2024-12-14,Billetera Virtual,6538,12,4
644,1,2024-10-14,Efectivo,1300,10,4
645,104,2024-01-29,Transferencia,1745,1,1
646,151,2024-05-11,Transferencia,4170,5,2
647,68,2024-12-02,Efectivo,2559,12,4
648,102,2024-11-13,Efectivo,3066,11,4
649,224,2024-08-11,Transferencia,8860,8,3
650,199,2024-12-17,Tarjeta Credito,9108,12,4
651,155,2024-07-27,Billetera Virtual,2200,7,3
652,27,2024-04-11,Billetera Virtual,8568,4,2
653,24,2024-04-11,Transferencia,4400,4,2
654,175,2024-01-05,Efectivo,1723,1,1
655,221,2024-08-14,Tarjeta Debito,2400,8,3
656,177,2024-04-28,Tarjeta Debito,9040,4,2
657,224,2024-02-25,Efectivo,6072,2,1
658,1,2024-02-15,Tarjeta Debito,18080,2,1
659,12,2024-02-29,Efectivo,5958,2,1
660,155,2024-01-02,Tarjeta Debito,3612,1,1
661,62,2024-12-17,Tarjeta Credito,3600,12,4
662,197,2024-07-29,Billetera Virtual,2532,7,3
663,100,2024-05-14,Transferencia,10400,5,2
664,190,2024-01-01,Tarjeta Credito,4500,1,1
665,56,2024-09-06,Billetera Virtual,5037,9,3
666,83,2024-09-10,Tarjeta Credito,2394,9,3
667,167,2024-03-11,Transferencia,14000,3,1
668,241,2024-04-19,Tarjeta Credito,1710,4,2
669,183,2024-05-28,Transferencia,3600,5,2
670,88,2024-06-16,Tarjeta Credito,6300,6,2
671,42,2024-06-15,Transferencia,8400,6,2
672,91,2024-10-03,Tarjeta Debito,272,10,4
673,153,2024-07-08,Tarjeta Credito,2420,7,3
674,129,2024-12-11,Transferencia,9928,12,4
675,224,2024-04-02,Transferencia,8859,4,2
676,140,2024-03-30,Efectivo,6400,3,1
677,46,2024-06-06,Tarjeta Credito,8030,6,2
678,19,2024-11-01,Tarjeta Credito,4777,11,4
679,224,2024-12-11,Billetera Virtual,4647,12,4
680,80,2024-11-12,Tarjeta Debito,8132,11,4
681,234,2024-04-06,Efectivo,2400,4,2
682,123,2024-10-05,Tarjeta Debito,12800,10,4
683,188,2024-12-24,Efectivo,2902,12,4
684,115,2024-03-01,Billetera Virtual,15392,3,1
685,190,2024-06-30,Transferencia,2420,6,2
686,143,2024-08-23,Billetera Virtual,3900,8,3
687,94,2024-10-05,Tarjeta Credito,14331,10,4
688,122,2024-02-13,Tarjeta Credito,4106,2,1
689,96,2024-12-12,Transferencia,9766,12,4
690,55,2024-07-29,Billetera Virtual,9750,7,3
691,104,2024-06-30,Billetera Virtual,1800,6,2
692,206,2024-07-06,Billetera Virtual,1561,7,3
693,41,2024-07-14,Transferencia,900,7,3
694,247,2024-10-30,Tarjeta Credito,9520,10,4
695,47,2024-05-17,Transferencia,5020,5,2
696,133,2024-06-01,Tarjeta Debito,5878,6,2
697,179,2024-08-11,Transferencia,5628,8,3
698,204,2024-11-21,Tarjeta Credito,1001,11,4
699,108,2024-07-10,Tarjeta Debito,1454,7,3
700,233,2024-05-10,Tarjeta Debito,8529,5,2
701,144,2024-12-04,Efectivo,1454,12,4
702,128,2024-08-01,Efectivo,12510,8,3
703,191,2024-10-18,Billetera Virtual,6500,10,4
704,111,2024-08-30,Tarjeta Credito,7140,8,3
705,59,2024-04-11,Billetera Virtual,3548,4,2
706,79,2024-08-28,Tarjeta Debito,1800,8,3
707,53,2024-01-14,Tarjeta Credito,1200,1,1
708,109,2024-01-10,Tarjeta Credito,3162,1,1
709,1,2024-05-23,Efectivo,19856,5,2
710,163,2024-08-25,Transferencia,9750,8,3
711,167,2024-10-09,Billetera Virtual,2976,10,4
712,103,2024-09-27,Efectivo,7536,9,3
713,195,2024-03-18,Transferencia,8052,3,1
714,57,2024-11-11,Tarjeta Credito,28500,11,4
715,174,2024-05-18,Tarjeta Debito,2559,5,2
716,44,2024-06-08,Billetera Virtual,4500,6,2
717,206,2024-10-25,Transferencia,745,10,4
718,60,2024-09-27,Tarjeta Debito,9600,9,3
719,20,2024-12-16,Transferencia,6400,12,4
720,234,2024-06-21,Tarjeta Debito,2430,6,2
721,88,2024-12-05,Tarjeta Credito,9928,12,4
722,148,2024-07-25,Tarjeta Debito,800,7,3
723,177,2024-06-15,Transferencia,7536,6,2
724,6,2024-01-30,Transferencia,17156,1,1
725,139,2024-10-17,Tarjeta Debito,4400,10,4
726,115,2024-09-15,Efectivo,38000,9,3
727,92,2024-12-13,Transferencia,6368,12,4
728,178,2024-02-10,Transferencia,11812,2,1
729,87,2024-12-08,Tarjeta Credito,4061,12,4
730,33,2024-06-25,Tarjeta Debito,10236,6,2
731,151,2024-07-12,Tarjeta Debito,5064,7,3
732,11,2024-12-18,Tarjeta Debito,13839,12,4
733,89,2024-08-11,Tarjeta Debito,8400,8,3
734,29,2024-01-27,Transferencia,3736,1,1
735,14,2024-06-11,Transferencia,2976,6,2
736,15,2024-01-19,Billetera Virtual,16360,1,1
737,229,2024-05-16,Tarjeta Credito,17848,5,2
738,186,2024-10-25,Tarjeta Debito,13076,10,4
739,6,2024-03-05,Efectivo,13839,3,1
740,85,2024-03-20,Tarjeta Debito,6716,3,1
741,226,2024-01-23,Billetera Virtual,2380,1,1
742,72,2024-04-28,Tarjeta Credito,6980,4,2
743,192,2024-04-17,Efectivo,4800,4,2
744,250,2024-03-27,Billetera Virtual,8132,3,1
745,120,2024-02-09,Efectivo,1003,2,1
746,142,2024-03-02,Tarjeta Credito,15200,3,1
747,204,2024-03-21,Tarjeta Debito,2012,3,1
748,24,2024-06-17,Efectivo,2394,6,2
749,173,2024-05-26,Billetera Virtual,1200,5,2
750,177,2024-11-30,Tarjeta Credito,6300,11,4
751,89,2024-02-21,Transferencia,2069,2,1
752,245,2024-02-03,Tarjeta Credito,2600,2,1
753,188,2024-03-19,Efectivo,4400,3,1
754,203,2024-10-24,Efectivo,4613,10,4
755,73,2024-08-06,Billetera Virtual,12816,8,3
756,149,2024-09-22,Efectivo,3300,9,3
757,148,2024-01-20,Efectivo,11859,1,1
758,129,2024-02-07,Transferencia,10227,2,1
759,216,2024-05-06,Billetera Virtual,14157,5,2
760,68,2024-10-25,Tarjeta Debito,7746,10,4
761,46,2024-05-29,Transferencia,10500,5,2
762,201,2024-11-28,Tarjeta Credito,5600,11,4
763,170,2024-05-31,Tarjeta Debito,4780,5,2
764,63,2024-03-13,Billetera Virtual,2200,3,1
765,11,2024-08-11,Tarjeta Credito,13636,8,3
766,105,2024-03-07,Transferencia,2600,3,1
767,23,2024-10-13,Efectivo,5220,10,4
768,201,2024-11-27,Efectivo,4964,11,4
769,38,2024-01-18,Efectivo,11372,1,1
770,73,2024-12-29,Efectivo,1868,12,4
771,14,2024-12-17,Billetera Virtual,1100,12,4
772,148,2024-02-13,Transferencia,1200,2,1
773,2,2024-12-02,Efectivo,6656,12,4
774,185,2024-11-12,Tarjeta Debito,8572,11,4
775,189,2024-10-17,Tarjeta Credito,2234,10,4
776,124,2024-01-18,Billetera Virtual,4694,1,1
777,166,2024-09-15,Tarjeta Credito,7140,9,3
778,87,2024-12-07,Tarjeta Credito,3600,12,4
779,61,2024-03-24,Tarjeta Debito,503,3,1
780,55,2024-10-03,Transferencia,5169,10,4
781,248,2024-12-17,Tarjeta Credito,16244,12,4
782,250,2024-12-30,Efectivo,13004,12,4
783,20,2024-02-16,Transferencia,3878,2,1
784,134,2024-08-12,Billetera Virtual,8924,8,3
785,42,2024-10-18,Tarjeta Credito,7269,10,4
786,134,2024-06-27,Tarjeta Debito,887,6,2
787,210,2024-06-28,Efectivo,4964,6,2
788,230,2024-11-12,Billetera Virtual,8529,11,4
789,52,2024-07-08,Tarjeta Debito,1003,7,3
790,197,2024-03-31,Transferencia,7560,3,1
791,181,2024-12-25,Billetera Virtual,1418,12,4
792,110,2024-04-04,Efectivo,2006,4,2
793,245,2024-08-19,Tarjeta Debito,4613,8,3
794,161,2024-05-27,Transferencia,4200,5,2
795,70,2024-11-09,Transferencia,469,11,4
796,44,2024-07-15,Billetera Virtual,19336,7,3
797,21,2024-06-27,Tarjeta Debito,19000,6,2
798,234,2024-12-26,Transferencia,7560,12,4
799,92,2024-06-21,Billetera Virtual,12800,6,2
800,52,2024-10-01,Transferencia,14562,10,4
801,211,2024-11-25,Tarjeta Credito,16244,11,4
802,238,2024-02-11,Billetera Virtual,7600,2,1
803,190,2024-01-28,Billetera Virtual,9388,1,1
804,41,2024-05-01,Tarjeta Debito,5672,5,2
805,141,2024-09-28,Efectivo,887,9,3
806,83,2024-01-31,Tarjeta Credito,10236,1,1
807,179,2024-07-22,Efectivo,3878,7,3
808,140,2024-06-29,Tarjeta Debito,5064,6,2
809,94,2024-03-31,Transferencia,3712,3,1
810,127,2024-02-05,Tarjeta Debito,2390,2,1
811,171,2024-02-19,Transferencia,3736,2,1
812,237,2024-05-07,Billetera Virtual,4284,5,2
813,164,2024-11-01,Efectivo,14760,11,4
814,167,2024-07-26,Transferencia,508,7,3
815,192,2024-01-14,Efectivo,14919,1,1
816,11,2024-02-10,Tarjeta Debito,1195,2,1
817,212,2024-08-23,Efectivo,1981,8,3
818,61,2024-05-09,Tarjeta Debito,3269,5,2
819,211,2024-12-21,Efectivo,2538,12,4
820,173,2024-04-14,Tarjeta Credito,2420,4,2
821,70,2024-02-10,Efectivo,5200,2,1
822,49,2024-02-20,Transferencia,23400,2,1
823,116,2024-09-01,Billetera Virtual,1001,9,3
824,34,2024-10-23,Efectivo,2570,10,4
825,79,2024-07-03,Billetera Virtual,3878,7,3
826,71,2024-10-14,Transferencia,6336,10,4
827,218,2024-12-08,Efectivo,2800,12,4
828,49,2024-09-20,Efectivo,11200,9,3
829,141,2024-05-29,Tarjeta Credito,10836,5,2
830,201,2024-06-21,Tarjeta Credito,2002,6,2
831,232,2024-09-11,Efectivo,2280,9,3
832,244,2024-01-17,Tarjeta Credito,2700,1,1
833,31,2024-01-31,Billetera Virtual,5628,1,1
834,134,2024-05-24,Tarjeta Debito,15504,5,2
835,249,2024-04-04,Tarjeta Debito,3548,4,2
836,143,2024-09-12,Billetera Virtual,4599,9,3
837,48,2024-12-02,Tarjeta Credito,12270,12,4
838,64,2024-11-12,Tarjeta Debito,2500,11,4
839,43,2024-03-12,Transferencia,1524,3,1
840,143,2024-02-13,Tarjeta Credito,11372,2,1
841,55,2024-09-15,Transferencia,3900,9,3
842,90,2024-04-30,Billetera Virtual,2502,4,2
843,70,2024-03-22,Efectivo,8937,3,1
844,11,2024-05-28,Billetera Virtual,11000,5,2
845,250,2024-09-01,Efectivo,18588,9,3
846,126,2024-05-18,Billetera Virtual,2400,5,2
847,172,2024-05-08,Efectivo,5943,5,2
848,61,2024-09-18,Transferencia,4200,9,3
849,127,2024-05-22,Transferencia,816,5,2
850,29,2024-12-14,Billetera Virtual,4254,12,4
851,12,2024-03-17,Efectivo,2939,3,1
852,28,2024-04-03,Billetera Virtual,4800,4,2
853,170,2024-06-02,Transferencia,1584,6,2
854,63,2024-05-13,Billetera Virtual,12784,5,2
855,173,2024-02-23,Tarjeta Credito,8924,2,1
856,222,2024-12-19,Tarjeta Credito,2200,12,4
857,65,2024-07-13,Tarjeta Debito,5500,7,3
858,217,2024-10-02,Billetera Virtual,2032,10,4
859,41,2024-02-04,Billetera Virtual,9388,2,1
860,50,2024-05-26,Efectivo,5140,5,2
861,129,2024-07-06,Transferencia,14649,7,3
862,205,2024-09-28,Billetera Virtual,12183,9,3
863,119,2024-10-10,Transferencia,6324,10,4
864,12,2024-09-26,Efectivo,3000,9,3
865,25,2024-02-23,Billetera Virtual,9600,2,1
866,229,2024-11-04,Tarjeta Credito,9380,11,4
867,50,2024-01-05,Tarjeta Credito,6600,1,1
868,81,2024-04-10,Transferencia,1300,4,2
869,16,2024-11-23,Transferencia,13560,11,4
870,86,2024-11-11,Tarjeta Credito,4599,11,4
871,202,2024-08-07,Billetera Virtual,2908,8,3
872,32,2024-07-01,Efectivo,2538,7,3
873,182,2024-03-13,Transferencia,4846,3,1
874,179,2024-12-07,Transferencia,2814,12,4
875,225,2024-02-06,Transferencia,2400,2,1
876,108,2024-03-03,Billetera Virtual,10736,3,1
877,121,2024-06-26,Transferencia,7746,6,2
878,119,2024-02-08,Tarjeta Credito,7506,2,1
879,135,2024-12-15,Tarjeta Debito,2908,12,4
880,106,2024-07-13,Tarjeta Credito,936,7,3
881,153,2024-08-26,Efectivo,816,8,3
882,8,2024-12-15,Billetera Virtual,2976,12,4
883,91,2024-07-21,Efectivo,4743,7,3
884,36,2024-11-07,Billetera Virtual,816,11,4
885,29,2024-06-12,Billetera Virtual,8180,6,2
886,49,2024-10-19,Transferencia,6426,10,4
887,215,2024-07-25,Tarjeta Debito,6538,7,3
888,29,2024-08-10,Transferencia,17848,8,3
889,93,2024-04-29,Tarjeta Credito,9807,4,2
890,98,2024-04-21,Efectivo,2200,4,2
891,156,2024-09-16,Billetera Virtual,2684,9,3
892,134,2024-12-11,Efectivo,4218,12,4
893,89,2024-08-20,Tarjeta Credito,6980,8,3
894,235,2024-11-15,Transferencia,5958,11,4
895,44,2024-10-05,Tarjeta Credito,15504,10,4
896,213,2024-03-15,Efectivo,12270,3,1
897,72,2024-12-13,Efectivo,12144,12,4
898,203,2024-07-14,Tarjeta Credito,2053,7,3
899,69,2024-12-27,Transferencia,28500,12,4
900,36,2024-01-14,Tarjeta Debito,3712,1,1
901,91,2024-02-23,Tarjeta Credito,3878,2,1
902,82,2024-08-27,Tarjeta Debito,3848,8,3
903,17,2024-11-11,Efectivo,8924,11,4
904,183,2024-01-14,Tarjeta Credito,10736,1,1
905,88,2024-04-15,Billetera Virtual,4690,4,2
906,227,2024-07-31,Tarjeta Credito,6207,7,3
907,149,2024-10-05,Tarjeta Debito,13290,10,4
908,137,2024-09-22,Efectivo,2430,9,3
909,87,2024-11-07,Billetera Virtual,15392,11,4
910,203,2024-04-05,Billetera Virtual,6132,4,2
911,71,2024-02-19,Transferencia,3490,2,1
912,130,2024-07-27,Efectivo,744,7,3
913,103,2024-03-03,Tarjeta Debito,18080,3,1
914,36,2024-10-20,Efectivo,13000,10,4
915,31,2024-03-19,Tarjeta Credito,13076,3,1
916,45,2024-10-08,Efectivo,3500,10,4
917,127,2024-01-02,Tarjeta Credito,3036,1,1
918,181,2024-05-09,Efectivo,1710,5,2
919,203,2024-02-10,Tarjeta Debito,1200,2,1
920,149,2024-01-16,Efectivo,2200,1,1
921,114,2024-05-24,Tarjeta Credito,4520,5,2
922,197,2024-05-23,Transferencia,1856,5,2
923,117,2024-07-01,Billetera Virtual,8936,7,3
924,94,2024-07-14,Billetera Virtual,31200,7,3
925,30,2024-08-09,Tarjeta Debito,8924,8,3
926,42,2024-08-24,Transferencia,6207,8,3
927,196,2024-04-06,Tarjeta Debito,7224,4,2
928,115,2024-02-16,Tarjeta Credito,2032,2,1
929,169,2024-09-19,Tarjeta Credito,5040,9,3
930,140,2024-10-18,Tarjeta Credito,8937,10,4
931,59,2024-04-19,Billetera Virtual,8436,4,2
932,101,2024-12-23,Tarjeta Debito,5672,12,4
933,122,2024-03-28,Billetera Virtual,3122,3,1
934,211,2024-11-08,Efectivo,2532,11,4
935,62,2024-06-25,Tarjeta Debito,7200,6,2
936,76,2024-09-21,Efectivo,1300,9,3
937,204,2024-08-02,Transferencia,9040,8,3
938,113,2024-06-25,Billetera Virtual,4840,6,2
939,101,2024-02-27,Transferencia,7906,2,1
940,171,2024-10-15,Tarjeta Debito,1215,10,4
941,31,2024-03-05,Tarjeta Debito,9946,3,1
942,18,2024-09-13,Tarjeta Credito,2100,9,3
943,49,2024-03-05,Billetera Virtual,4800,3,1
944,206,2024-04-07,Efectivo,6324,4,2
945,232,2024-06-25,Tarjeta Credito,4400,6,2
946,58,2024-07-31,Billetera Virtual,12600,7,3
947,6,2024-11-12,Tarjeta Credito,7752,11,4
948,242,2024-04-19,Tarjeta Debito,4647,4,2
949,84,2024-12-20,Tarjeta Debito,7290,12,4
950,225,2024-11-25,Transferencia,4462,11,4
951,50,2024-09-10,Billetera Virtual,11812,9,3
952,16,2024-11-30,Tarjeta Credito,3162,11,4
953,36,2024-11-30,Tarjeta Debito,11400,11,4
954,140,2024-02-13,Tarjeta Credito,3000,2,1
955,8,2024-10-18,Efectivo,19008,10,4
956,32,2024-06-19,Tarjeta Credito,7041,6,2
957,110,2024-03-09,Efectivo,4520,3,1
958,232,2024-06-12,Transferencia,5076,6,2
959,29,2024-04-13,Tarjeta Debito,10048,4,2
960,186,2024-04-01,Billetera Virtual,1876,4,2
961,231,2024-10-19,Transferencia,14649,10,4
962,70,2024-12-18,Transferencia,12800,12,4
963,159,2024-07-21,Tarjeta Credito,18760,7,3
964,38,2024-10-09,Tarjeta Credito,14649,10,4
965,14,2024-02-01,Billetera Virtual,1720,2,1
966,115,2024-12-30,Transferencia,8936,12,4
967,76,2024-02-25,Transferencia,6072,2,1
968,240,2024-12-18,Tarjeta Debito,2512,12,4
969,148,2024-08-04,Efectivo,4883,8,3
970,10,2024-03-07,Tarjeta Debito,1800,3,1
971,98,2024-05-29,Tarjeta Debito,15392,5,2
972,64,2024-07-24,Tarjeta Credito,2661,7,3
973,237,2024-08-07,Efectivo,5000,8,3
974,143,2024-05-11,Billetera Virtual,6324,5,2
975,184,2024-09-26,Tarjeta Debito,2200,9,3
976,41,2024-02-01,Tarjeta Debito,12270,2,1
977,93,2024-11-15,Efectivo,4400,11,4
978,222,2024-06-09,Transferencia,3488,6,2
979,165,2024-12-20,Transferencia,4752,12,4
980,75,2024-08-16,Billetera Virtual,11372,8,3
981,132,2024-06-12,Tarjeta Debito,2538,6,2
982,235,2024-11-29,Billetera Virtual,1710,11,4
983,183,2024-09-10,Tarjeta Credito,1981,9,3
984,235,2024-08-20,Tarjeta Credito,13560,8,3
985,189,2024-10-20,Tarjeta Debito,9588,10,4
986,245,2024-05-20,Tarjeta Debito,4743,5,2
987,102,2024-03-19,Tarjeta Credito,469,3,1
988,189,2024-11-02,Transferencia,4834,11,4
989,136,2024-02-08,Tarjeta Credito,5906,2,1
990,154,2024-07-31,Transferencia,12654,7,3
991,143,2024-06-14,Tarjeta Debito,3488,6,2
992,55,2024-08-31,Tarjeta Credito,4004,8,3
993,67,2024-02-11,Efectivo,9612,2,1
994,109,2024-09-25,Tarjeta Debito,13011,9,3
995,25,2024-06-19,Tarjeta Credito,19500,6,2
996,68,2024-06-12,Tarjeta Debito,7041,6,2
997,152,2024-06-09,Tarjeta Credito,4834,6,2
998,173,2024-09-07,Efectivo,4015,9,3
999,17,2024-11-28,Billetera Virtual,11634,11,4
1000,142,2024-01-27,Billetera Virtual,8924,1,1
1001,35,2024-05-15,Transferencia,1533,5,2
1002,249,2024-10-15,Tarjeta Debito,8276,10,4
1003,17,2024-10-10,Efectivo,7614,10,4
1004,250,2024-06-30,Efectivo,1488,6,2
1005,25,2024-10-21,Tarjeta Debito,2400,10,4
1006,32,2024-12-04,Transferencia,4920,12,4
1007,3,2024-02-05,Billetera Virtual,1016,2,1
1008,6,2024-03-22,Transferencia,4780,3,1
1009,117,2024-10-10,Tarjeta Debito,10328,10,4
1010,131,2024-06-27,Tarjeta Credito,7200,6,2
1011,125,2024-10-19,Transferencia,6132,10,4
1012,232,2024-07-07,Transferencia,5943,7,3
1013,195,2024-05-04,Billetera Virtual,4713,5,2
1014,208,2024-12-06,Tarjeta Debito,2234,12,4
1015,60,2024-05-24,Tarjeta Credito,13386,5,2
1016,82,2024-05-20,Transferencia,3900,5,2
1017,168,2024-08-24,Tarjeta Debito,860,8,3
1018,225,2024-12-12,Billetera Virtual,13636,12,4
1019,246,2024-07-17,Tarjeta Debito,1509,7,3
1020,243,2024-04-22,Billetera Virtual,17848,4,2
1021,56,2024-09-05,Tarjeta Credito,3009,9,3
1022,53,2024-09-13,Efectivo,3736,9,3
1023,82,2024-08-31,Efectivo,7041,8,3
1024,133,2024-11-23,Transferencia,1533,11,4
1025,215,2024-03-19,Tarjeta Debito,1561,3,1
1026,227,2024-11-28,Tarjeta Debito,2600,11,4
1027,80,2024-02-08,Tarjeta Debito,19112,2,1
1028,211,2024-04-30,Tarjeta Debito,12144,4,2
1029,226,2024-05-20,Billetera Virtual,4834,5,2
1030,145,2024-11-30,Billetera Virtual,19892,11,4
1031,219,2024-05-05,Billetera Virtual,7500,5,2
1032,98,2024-06-08,Billetera Virtual,3036,6,2
1033,180,2024-06-12,Efectivo,7677,6,2
1034,22,2024-07-23,Tarjeta Debito,2939,7,3
1035,195,2024-03-21,Tarjeta Credito,2580,3,1
1036,136,2024-09-29,Efectivo,3488,9,3
1037,167,2024-05-29,Transferencia,6159,5,2
1038,133,2024-07-20,Tarjeta Debito,744,7,3
1039,131,2024-06-01,Tarjeta Debito,11916,6,2
1040,81,2024-12-03,Tarjeta Debito,936,12,4
1041,111,2024-08-23,Efectivo,800,8,3
1042,64,2024-09-26,Tarjeta Credito,1305,9,3
1043,235,2024-12-13,Transferencia,1800,12,4
1044,23,2024-03-07,Transferencia,5200,3,1
1045,121,2024-11-01,Transferencia,19928,11,4
1046,110,2024-11-19,Transferencia,7182,11,4
1047,73,2024-10-24,Billetera Virtual,2400,10,4
1048,3,2024-05-04,Tarjeta Credito,13011,5,2
1049,198,2024-11-09,Tarjeta Credito,4860,11,4
1050,9,2024-03-18,Tarjeta Debito,1800,3,1
1051,197,2024-05-02,Transferencia,12800,5,2
1052,135,2024-02-27,Tarjeta Credito,7710,2,1
1053,124,2024-06-25,Tarjeta Credito,2232,6,2
1054,60,2024-09-08,Tarjeta Credito,11916,9,3
1055,214,2024-03-09,Tarjeta Debito,4854,3,1
1056,86,2024-08-22,Tarjeta Credito,4289,8,3
1057,145,2024-01-25,Billetera Virtual,8572,1,1
1058,196,2024-09-01,Transferencia,9612,9,3
1059,70,2024-02-19,Transferencia,2700,2,1
1060,35,2024-07-31,Efectivo,7696,7,3
1061,202,2024-01-03,Billetera Virtual,544,1,1
1062,113,2024-09-06,Efectivo,6159,9,3
